"module_num","module_name","phenotype_num","phenotype_name","former_dsm5_name","key_allostatic_mechanism","primary_proxy","somatic_debt_threshold"
"16","Substance","24","Stimulant Intoxication Phenotype","Stimulant Intoxication","Acute increase in synaptic DA and NE via DAT blockade or reverse transport; sympathetic hyperactivation with risk of psychosis, seizures, arrhythmia, stroke, or death","Pupillary dilation / Pulse rate / Blood pressure","Severe hypertension; hyperthermia; psychosis; seizures; cardiac arrhythmia; stroke risk; chest pain"
"16","Substance","25","Stimulant Withdrawal Phenotype","Stimulant Withdrawal","DA depletion following cessation of chronic stimulant use producing dysphoric mood, anhedonia, fatigue, hypersomnia, hyperphagia, and bradycardia; crash can be intensely dysphoric with suicide risk","Heart rate / Sleep duration / Urine screen","Severe dysphoria; suicidal ideation; hypersomnia >10 hr/24 hr; bradycardia <60 bpm"
"16","Substance","26","Tobacco Use Phenotype","Tobacco Use Disorder","Nicotinic acetylcholine receptor (nAChR) upregulation in mesolimbic DA pathways; withdrawal avoidance drives most smoking; cardiopulmonary and carcinogenic toxicity from combustion products","Breath CO level","Continued smoking despite serious physical/psychological problem; severe functional impairment; tolerance; withdrawal"
"16","Substance","27","Tobacco Withdrawal Phenotype","Tobacco Withdrawal","nAChR hypostimulation following cessation of chronic nicotine exposure; reduced DA, NE, and ACh tone produces irritability, anxiety, difficulty concentrating, increased appetite, and craving","Time course of symptoms / Breath CO decline","Severe functional impairment; marked irritability and anxiety; significant weight gain; sleep disruption"
"16","Substance","28","Other/Unknown Substance Use Phenotype","Other/Unknown Substance Use Disorder","Substances not classifiable in standard categories (anabolic steroids, nitrous oxide, novel psychoactive substances); mechanisms vary but share final common pathway of reward circuit activation","Expanded tox screen","Regular use; tolerance; withdrawal on cessation; 6+ symptoms; severe functional impairment"
"16","Substance","29","Other/Unknown Substance Intoxication Phenotype","Other/Unknown Substance Intoxication","Reversible substance-specific syndrome from an agent not classifiable above; symptom profile varies with mechanism","Expanded tox screen (GC-MS or LC-MS)","Coma; seizure; vital instability; severe intoxication"
"16","Substance","30","Unspecified Substance-Related Phenotype","Unspecified Substance-Related Disorder","Insufficient information to classify substance-related phenotype; reserved for contexts where full assessment is unavailable","Provisional tox screen","Symptoms present; insufficient information for classification; pending full assessment"
"17","Neurocognitive","1","Delirium","Delirium","Acute neuroinflammatory-metabolic decompensation; failure of cholinergic-dopaminergic homeostatic regulation secondary to systemic illness, intoxication, withdrawal, or polypharmacy","Confusion Assessment Method (CAM)","Severe delirium with agitation/psychosis; CAM positive; EEG diffuse slowing; autonomic instability; urgent medical intervention required"
"17","Neurocognitive","2","Major NCD — Alzheimer's Disease","Major Neurocognitive Disorder due to Alzheimer's Disease","Protein misfolding cascade with amyloid-beta oligomer accumulation and tau hyperphosphorylation; proteostatic clearance failure leading to synaptic loss beginning in entorhinal cortex and hippocampus","Three-word recall / Clock-drawing test","0-1/3 words recalled; severe cognitive decline; dependent in all IADLs; progressive course; biomarker positive (amyloid/tau)"
"17","Neurocognitive","3","Major NCD — Frontotemporal Lobar Degeneration","Major NCD due to Frontotemporal Lobar Degeneration","Focal frontotemporal proteinopathy (tau, TDP-43, FUS) causing selective vulnerability of frontal and temporal neural networks; relative sparing of posterior cortices","Frontal Behavioral Inventory (FBI) / Verbal fluency","Severe behavioral disinhibition; apathy; loss of empathy; stereotypy; hyperorality; FBI score >=27; dependent for all ADLs"
"17","Neurocognitive","4","Major NCD — Lewy Body Disease","Major NCD with Lewy Bodies","Alpha-synuclein misfolding and aggregation into Lewy bodies with cortical and brainstem distribution; cholinergic-dopaminergic co-degeneration with REM sleep circuitry disruption","Fluctuations / Visual hallucinations / Parkinsonism","Severe fluctuating cognition; recurrent well-formed visual hallucinations; spontaneous parkinsonism; REM sleep behavior disorder; neuroleptic sensitivity"
"17","Neurocognitive","5","Major NCD — Vascular Disease","Major Vascular Neurocognitive Disorder","Cerebrovascular parenchymal injury from ischemic or hemorrhagic events causing disruption of cortical-subcortical circuits; large vessel, small vessel, or strategic infarct patterns","Gait speed / Trail Making Test B","Severe cognitive decline with stepwise progression; gait <0.8 m/s; extensive white matter disease; fully dependent"
"17","Neurocognitive","6","Major NCD — Traumatic Brain Injury","Major NCD due to Traumatic Brain Injury","Focal or diffuse axonal injury from biomechanical force transmission; acceleration-deceleration shearing of axons with Wallerian degeneration; chronic traumatic encephalopathy in recurrent cases","Digit symbol substitution / Post-concussive symptom checklist","Severe cognitive deficits; persistent post-concussive symptoms; fully dependent; gait <0.8 m/s"
"17","Neurocognitive","7","Major NCD — Substance/Medication-Induced","Substance/Medication-Induced Major NCD","Direct neurotoxic or metabolically mediated brain injury from sustained substance exposure; varies by substance: thiamine deficiency (alcohol), dopaminergic terminal damage (methamphetamine), etc.","Gait ataxia / Nystagmus / Three-word recall","Severe dementia; amnestic-confabulatory syndrome; gait ataxia; nystagmus; fully dependent; irreversible structural brain injury"
"17","Neurocognitive","8","Major NCD — HIV Infection","Major NCD due to HIV Infection","HIV-1 neuroinvasion with chronic neuroinflammation and macrophage-mediated neuronal injury; subcortical-predominant degeneration despite antiretroviral therapy","Gait speed / Trail Making Test B / Finger tapping","CD4 <200; high CSF viral load; severe white matter disease; brain volume loss; slowed processing speed; dependent"
"17","Neurocognitive","9","Major NCD — Prion Disease","Major NCD due to Prion Disease","Transmissible spongiform encephalopathy caused by misfolded prion protein (PrPSc) autocatalytic conversion; rapid neuronal vacuolation and astrogliosis","Startle reflex / Myoclonus / Gait ataxia / EEG","Rapid progression over weeks-months; myoclonus; ataxia; akinetic mutism; MRI cortical ribboning; positive 14-3-3; triphasic EEG; CSF tau markedly elevated"
"17","Neurocognitive","10","Major NCD — Parkinson's Disease","Major NCD due to Parkinson's Disease","Alpha-synucleinopathy with caudo-rostral progression from brainstem to cortex superimposed on established nigrostriatal degeneration; cholinergic deficit in cortical and limbic regions","Timed up-and-go / Finger tapping / REM sleep behavior disorder","Cortical Lewy body pathology; severe cholinergic deficit; progression to dementia; hallucinations; dependence; up to 75% progression rate"
"17","Neurocognitive","11","Major NCD — Huntington's Disease","Major NCD due to Huntington's Disease","Autosomal dominant CAG trinucleotide repeat expansion in HTT gene producing mutant huntingtin protein; selective vulnerability of striatal medium spiny neurons","Chorea observation / Finger tapping / Symbol-digit","Severe chorea; cognitive decline; psychiatric symptoms; fully dependent; CAG repeat length determines onset age"
"17","Neurocognitive","12","Major NCD — Another Medical Condition","Major NCD due to Another Medical Condition","Cognitive decline secondary to systemic, structural, metabolic, infectious, inflammatory, endocrine, or nutritional medical condition affecting brain structure or function","MoCA / Gait speed / Laboratory panel","Major NCD; cognitive deficits track with medical deterioration; severe laboratory/imaging abnormalities; poor treatment response; progressive"
"17","Neurocognitive","13","Major NCD — Multiple Etiologies","Major NCD due to Multiple Etiologies","Combined neurodegenerative, vascular, inflammatory, and/or metabolic pathologies acting synergistically to produce cognitive decline exceeding any single etiology","Combined neuroimaging review / Multi-domain screen","Confirmed multiple pathologies on imaging/biomarkers; fully dependent; rapid functional decline"
"17","Neurocognitive","14","Mild Neurocognitive Phenotype","Mild Neurocognitive Disorder","Sub-threshold cognitive decline representing early-stage neurodegenerative disease, fully compensated brain insult, or prodromal phase of any NCD etiology; neural reserve adequate for independence","MoCA / Animal fluency / Clock-drawing","Modest objective impairment (MoCA 23-26); mild functional decline; preserved IADLs; progression risk"
"17","Neurocognitive","15","Other Specified Neurocognitive Phenotype","Other Specified Delirium / Other Specified NCD","Sub-threshold or atypical neurocognitive presentations causing functional distress but not meeting full criteria for any specific delirium or NCD","CAM / MoCA","Symptoms present but below diagnostic threshold; partial biomarker picture; requires monitoring for progression"
"17","Neurocognitive","16","Unspecified Neurocognitive Phenotype","Unspecified Delirium / Unspecified NCD","Neurocognitive symptoms of unknown etiology where insufficient information exists to make a specific attribution; may represent early prodromal phase or uncharacterized pathology","Brief cognitive screen / Basic metabolic workup","Cognitive decline without identified etiology despite complete workup; requires referral to specialty dementia center"
"18","Personality","1","Paranoid Personality Phenotype","Paranoid Personality Disorder","Chronic hypervigilance mediated by sustained amygdala-HPA axis activation; elevated baseline norepinephrine and cortisol; striatal dopamine dysregulation produces aberrant salience attribution","Startle reflex augmentation / Pupillary dilation to ambiguous cues","Full criteria with persistent hypervigilance; startle augmentation >1.5x; sustained pupillary dilation >3 mm; functional impairment"
"18","Personality","2","Schizoid Personality Phenotype","Schizoid Personality Disorder","Hypoactive social reward circuitry with reduced ventral striatum dopamine response to social stimuli; low baseline sympathetic tone; endogenous opioid system hypofunction","RSA at rest and during social interaction","Complete social isolation; RSA >0.35 ln(ms2) with no change during social interaction; pupillary response to happy faces <0.5 mm; SCR <0.1 microS to social reward"
"18","Personality","3","Schizotypal Personality Phenotype","Schizotypal Personality Disorder","Dopaminergic hyperreactivity with aberrant salience attribution to neutral stimuli; temporal-prefrontal connectivity deficits; HPA axis hyperactivation with elevated basal cortisol","Pupillary light reflex / Prepulse inhibition","Full criteria with psychotic-like symptoms; P50 ratio >0.7; elevated baseline cortisol; reduced PPI"
"18","Personality","4","Antisocial Personality Phenotype","Antisocial Personality Disorder","Amygdala hyporeactivity to distress cues with reduced autonomic arousal to punishment; OFC hypofunction impairs reinforcement-based decision making; low MAO-A activity variant","RSA during empathy-eliciting stimuli / SCR during punishment anticipation","Full criteria with callous remorselessness; HR <65 bpm; absent startle potentiation; T:C ratio >0.05; documented conduct disorder before age 15"
"18","Personality","5","Borderline Personality Phenotype","Borderline Personality Disorder","Amygdala hyperreactivity with impaired prefrontal regulatory control; HPA axis dysregulation with elevated baseline cortisol; endogenous opioid system dysfunction; frontolimbic connectivity deficits","RSA during emotional provocation","Full criteria with recurrent suicidal behavior; marked affective instability; chronic emptiness; inappropriate anger; stress-related paranoia/dissociation"
"18","Personality","6","Histrionic Personality Phenotype","Histrionic Personality Disorder","Dopaminergic reward system hypersensitivity to social attention; OFC hyperreactivity to social approval cues; reduced prefrontal inhibition of emotional expression; enhanced sympathetic reactivity to social novelty","RSA during social attention / Pupillary response to social approval","Full criteria with pervasive attention-seeking behavior; significant functional impairment; emotional dysregulation"
"18","Personality","7","Narcissistic Personality Phenotype","Narcissistic Personality Disorder","Fragile self-esteem maintained through compensatory dopamine-mediated reward seeking; ACC hyperreactivity to social evaluation; reduced empathic response in anterior insula and ACC","RSA during ego threat / Pupillary response to criticism","Full criteria with grandiose self-importance; exploitative interpersonal style; lack of empathy; significant functional impairment"
"18","Personality","8","Avoidant Personality Phenotype","Avoidant Personality Disorder","Amygdala hyperreactivity to social evaluation with heightened threat detection; HPA axis hyperactivation in anticipation of social judgment; reduced ventral striatum reward sensitivity","RSA during social anticipation / Pupillary reactivity to disapproving faces","Full criteria with pervasive social avoidance; RSA <0.12 ln(ms2) during social anticipation; marked functional impairment; social isolation"
"18","Personality","9","Dependent Personality Phenotype","Dependent Personality Disorder","Oxytocinergic hyperactivation with excessive attachment signaling; amygdala hyperreactivity to separation cues; reduced prefrontal self-efficacy encoding with overreliance on external regulatory input","RSA during separation cues / Cortisol during independent decision-making","Full criteria with excessive dependence; difficulty making everyday decisions; urgent need for replacement relationships; significant functional impairment"
"18","Personality","10","Obsessive-Compulsive Personality Phenotype","Obsessive-Compulsive Personality Disorder","Hyperactive error-monitoring in ACC with elevated conflict-related negativity; dorsal striatum overactivation in habitual control circuits; serotonergic dysfunction; elevated baseline sympathetic tone","RSA during routine disruption / Pupillary response to errors","Full criteria with rigidity, stubbornness, miserly spending; RSA drop >0.35 ln(ms2) during interruption; pupillary dilation >2 mm post-error; functional impairment"
"18","Personality","11","Personality Change Due to Another Medical Condition","Personality Change Due to Another Medical Condition","Acquired neuro-somatic reorganization secondary to demonstrable CNS pathology; personality change is direct consequence of structural or functional brain insult","Frontal release signs / DTR asymmetry / Pupillary asymmetry","Persistent personality change from baseline; confirmed CNS lesion or pathophysiology; frontal release signs present; neurological soft signs"
"18","Personality","12","Other Specified Personality Phenotype","Other Specified Personality Disorder","Mixed neuro-somatic signatures not meeting full criteria for any specific phenotype but producing clinically significant functional impairment; overlapping dysregulation across systems","Any 2+ markers above threshold","2+ markers above threshold; identifiable circuit dysregulation; significant impairment; no single phenotype threshold met"
"18","Personality","13","Unspecified Personality Phenotype","Unspecified Personality Disorder","Undetermined due to insufficient data; reserved for emergency settings or presentations with inadequate information","Pending autonomic and neuroimaging evaluation","Insufficient information; full workup required before classification"
"19","Paraphilic","1","Voyeuristic Phenotype","Voyeuristic Disorder","Arousal template ontogeny in which the reward circuitry is conditioned to non-consenting observation; ventral striatum dopamine release during covert watching exceeds dyadic interaction","Pupillary response to covert vs. consenting sexual stimuli","Acted out with nonconsenting person; preferential conditioning; orbitofrontal dysfunction; behavioral disinhibition; legal involvement"
"19","Paraphilic","2","Exhibitionistic Phenotype","Exhibitionistic Disorder","Arousal template conditioned to exposing genitals to unsuspecting others; ventral striatum reward activation from viewer shock/fear response; sympathetic surge with parasympathetic collapse","Pupillary response to exposure fantasy","Multiple contact acts; legal involvement; preferential conditioning; orbitofrontal dysfunction; behavioral disinhibition"
"19","Paraphilic","3","Frotteuristic Phenotype","Frotteuristic Disorder","Arousal template conditioned to non-consenting touch in crowded environments; somatosensory cortex hyperactivation during surreptitious contact; ventral striatum dopamine release","RSA during proximity task / Pupillary response to touch imagery","Multiple contact acts; legal involvement; disinhibited pattern; orbitofrontal hypoactivation"
"19","Paraphilic","4","Sexual Masochism Phenotype","Sexual Masochism Disorder","Arousal template in which pain-humiliation-submission signals are conditioned to sexual reward; endogenous opioid release during painful stimulation creates euphoric reward binding","RSA paradoxical increase / Pupillary response to threat vs. masochistic stimuli","Acted out with nonconsenting person; dangerous practice; asphyxiophilia specifier; behavioral disinhibition; legal involvement"
"19","Paraphilic","5","Sexual Sadism Phenotype","Sexual Sadism Disorder","Arousal template conditioned to inflicting suffering on others; amygdala hypoactivation to victim distress with ventral striatum hyperactivation during victim control; mirror neuron system fails to resonate","RSA during pain-observation / Pupillometry to images of suffering","Acted out with nonconsenting person; preferential conditioning; significant victim harm; legal involvement; behavioral disinhibition"
"19","Paraphilic","6","Pedophilic Phenotype","Pedophilic Disorder","Arousal template oriented to prepubescent rather than mature secondary sexual characteristics; reduced amygdala response to adult sexual stimuli; enhanced ventral striatum response to prepubescent cues","Viewing time (VTP) / Pupillary response to child vs. adult stimuli","Acted out with child; preferential type; multiple victims; legal involvement; high recidivism risk; orbitofrontal and anterior cingulate dysfunction"
"19","Paraphilic","7","Fetishistic Phenotype","Fetishistic Disorder","Arousal template in which nonliving objects or nongenital body parts are conditioned as primary sexual reward stimuli; somatosensory cortex hyperactivation to specific textures/materials","Pupillary response to fetish object vs. normophilic stimuli","Functional impairment when object unavailable; significant distress; behavioral disinhibition; legal involvement if acquisition involves theft"
"19","Paraphilic","8","Transvestic Phenotype","Transvestic Disorder","Arousal template in which cross-dressing is conditioned to sexual reward; ventral striatum dopamine release during cross-dressing; autogynephilic subtype involves mesolimbic reward to self-female imagery","Pupillary response to cross-dressed self-image","Significant distress or impairment; conflict between arousal template and social identity; dual-identity management allostatic load"
"19","Paraphilic","9","Other Specified Paraphilic Phenotype","Other Specified Paraphilic Disorder","Arousal template conditioned to non-normophilic stimuli not covered by listed phenotypes; each variant involves specific sensory-limbic conditioning pathways","Phenotype-specific assessment","Acted out with nonconsenting persons or dangerous practice; preferential conditioning; orbitofrontal dysfunction; behavioral disinhibition"
"19","Paraphilic","10","Unspecified Paraphilic Phenotype","Unspecified Paraphilic Disorder","Undetermined due to insufficient data; reserved for emergency settings or presentations with inadequate information","Pending comprehensive assessment","Insufficient information for specific phenotyping; pending full evaluation"
"20","Other","1","Unspecified Somatic-Originating Presentation Due to Another Medical Condition","Unspecified Mental Disorder Due to Another Medical Condition","Systemic metabolic or structural pathology producing neuro-somatic signal patterns that do not map to any defined phenotype template","Medical confirmation gap / Signal-to-template mismatch","No medical etiology found OR medical treatment ineffective; signals entrained >90 days; CRP >10 mg/L; HRV <20 ms RMSSD; elevated IL-6"
"20","Other","2","Other Specified Somatic Presentation","Other Specified Mental Disorder","Convergent neuro-endocrine-immune signals fulfilling a clinician-named pattern not captured by existing module criteria","Pattern specificity / Exclusion cascade","Specified pattern continuous >6 months with systemic hardening; CAR flat; RMSSD <20 ms; elevated fibrinogen"
"20","Other","3","Unspecified Somatic Presentation","Unspecified Mental Disorder","Detectable allostatic dysregulation with insufficient information to map to any module or specification; intended solely for emergency or information-limited settings","Information scarcity / Provisional status marker",">72 hours without re-evaluation or no effort to specify; persistent autonomic dysregulation with no diagnostic framework"
"20","Other","4","Neuroleptic-Induced Parkinsonian Rigidity Syndrome","Neuroleptic-Induced Parkinsonism","Acute D2 blockade in the substantia nigra-striatal pathway producing extrapyramidal hypokinesia; central D2 receptor occupancy >70% triggers thalamocortical motor circuit hardening","Cogwheel rigidity / Bradykinesia / Parkinsonian tremor","Severe rigidity with immobility, falls, dysphagia; <10 taps/10 s; lead-pipe rigidity; unresponsive to dose reduction; elevated CK"
"20","Other","5","Other Medication-Induced Parkinsonian Rigidity Syndrome","Other Medication-Induced Parkinsonism","Dopamine-depleting or D2-blocking effects from non-neuroleptic agents (metoclopramide, valproate) producing identical extrapyramidal hardware via different pharmacological entry points","Medication inventory audit / Rigidity-onset mapping","Rigidity with falls, aspiration risk; continued despite drug cessation; gait >15 s; glabellar >5; CK elevation"
"20","Other","6","Neuroleptic Malignant Thermoregulatory Collapse","Neuroleptic Malignant Syndrome","Acute D2 blockade-induced central thermoregulatory failure with massive catecholamine surge, skeletal muscle hypermetabolism, and autonomic dysregulation; mortality 10-20% if unmanaged","Core temperature / Lead-pipe rigidity / Creatine kinase","Full syndrome with stupor/coma, respiratory distress, rhabdomyolysis; temp >39.5 C; CK >5,000 U/L; metabolic acidosis; renal compromise"
"20","Other","7","Medication-Induced Acute Dystonic Contraction","Medication-Induced Acute Dystonia","Acute D2 blockade causing unopposed cholinergic drive in basal ganglia, producing sustained extraocular, cervical, or truncal muscle contraction; hours-to-days onset after medication initiation","Oculogyric deviation / Torticollis angle","Opisthotonos; laryngospasm; unable to override; stridor with desaturation; CK rise; inability to protect airway"
"20","Other","8","Medication-Induced Acute Akathitic Drive","Medication-Induced Acute Akathisia","D2 blockade-induced mesocortical dysregulation producing an unbearable inner restlessness expressed as compulsive lower-extremity movement","Fidget frequency / Subjective distress score","Continuous pacing unable to sit; severe distress; self-report >7/10; cannot sit >30 s; medication refusal or violence risk; cortisol surge"
"20","Other","9","Medication-Induced Tardive Dyskinesia","Tardive Dyskinesia","Chronic D2 blockade leading to dopamine receptor upregulation and maladaptive plasticity in the striatum; involuntary choreiform and athetoid movements after months to years of exposure","Orofacial chorea / Truncal rocking / Finger chorea","Movements visible at rest; unable to suppress; AIMS >8; dysarthria; difficulty retaining dentures; respiratory dyskinesia"
"20","Other","10","Medication-Induced Postural Tremor","Medication-Induced Postural Tremor","Enhanced physiological tremor driven by medication-induced beta-adrenergic activation or altered ion channel function; lithium, antidepressants, and valproate are common triggers","Postural tremor amplitude / Frequency analysis","Severe tremor preventing feeding, drinking unassisted; constant spill; unable to sign name; caregiver dependence; social withdrawal"
"20","Other","11","Other Medication-Induced Movement Syndrome","Other Medication-Induced Movement Disorder","Movement signs not meeting specific criteria but temporally linked to medication exposure; includes tardive dystonia, tardive akathisia, and NMS-like presentations from non-neuroleptic agents","Temporal medication anchoring / Movement pattern characterization","Severe movement with systemic involvement; CK >3x normal; autonomic instability; unable to discontinue medication; persistent >6 months"
"20","Other","12","Antidepressant Discontinuation Neuro-Somatic Syndrome","Antidepressant Discontinuation Syndrome","Abrupt cessation of antidepressant therapy producing rapid drop in synaptic monoamine levels; brainstem and sensory thalamus become hyperexcitable generating characteristic electric-shock sensations","Electric-shock sensation (Lhermitte-like) / Sensory hyperresponsivity","Severe sensory symptoms with inability to function; suicidal ideation or need for immediate rescue reinstatement; functional collapse without taper"
"20","Other","13","Parent-Child Relational Stress Phenotype","Parent-Child Relational Problem","Chronic interpersonal stress within the parent-child dyad producing prolonged HPA axis activation in both parties; child's developing neuro-endocrine-immune axis undergoes allostatic entrainment","Cortisol synchrony mismatch / HRV co-regulation deficit","Pattern continuous >12 months; physical threats or estrangement; child or parent has somatic phenotype; flat cortisol; HRV <20 ms; CRP elevation in child"
"20","Other","14","Sibling Relational Stress Phenotype","Sibling Relational Problem","Chronic sibling conflict or scapegoating producing sustained sympathetic arousal and competition-driven HPA dysregulation in the targeted sibling","Aggression frequency / Sibling cortisol disparity","Continuous pattern with physical injury risk; parental differential treatment evident; targeted sibling with flat cortisol; HRV <20 ms; elevated BP"
"20","Other","15","Intimate Partner Relational Stress Phenotype","Relationship Distress With Spouse or Intimate Partner","Sustained relational conflict producing mutual HPA and cardiovascular dysregulation; partners develop synchronous but elevated cortisol profiles with blunted diurnal slopes","Partner cortisol concordance / Conflict recovery time","Pattern >18 months; threats, contempt, or stonewalling present; one partner meets mood-related phenotype criteria; flat cortisol; HRV <20 ms; hypertension"
"20","Other","16","High Expressed Emotion Family Climate","High Expressed Emotion Level Within Family","A family environment characterized by hostility, emotional overinvolvement, and frequent criticism; acts as a chronic environmental allostatic load amplifier increasing relapse risk","Criticism rate / Five-minute speech sample","Hostile family climate; member has relapsed phenotype; HRV <20 ms; flat cortisol; inflammatory markers elevated"
"20","Other","17","Child Physical Abuse Injury Phenotype","Child Physical Abuse (Confirmed/Suspected)","Non-accidental physical trauma to a child producing immediate tissue injury and long-term HPA axis reprogramming; patterned injury locations and inconsistent histories distinguish from accidental trauma","Full-body skin examination / Radiographic skeletal survey","Confirmed non-accidental injury; child remains in unsafe environment; multiple healing fractures at different stages; flat CAR; CRP elevated"
"20","Other","18","Child Sexual Abuse Neuro-Somatic Injury Phenotype","Child Sexual Abuse","Sexual trauma during development producing pelvic floor hypertonicity, altered HPA reactivity, and neuro-immune reprogramming; presentation often delayed with somatic signals preceding disclosure","Anogenital examination / Pelvic floor hypertonicity","Confirmed contact with physical findings; or suspected with severe dysregulation; flat cortisol; anogenital scarring; pelvic floor dysfunction"
"20","Other","19","Adult Partner Physical Assault Injury Phenotype","Spouse or Partner Violence, Physical","Non-accidental physical injury inflicted by an intimate partner producing patterned injury and sustained hypervigilance with autonomic exhaustion","Central injury distribution / Defensive wound pattern","Severe or repeated assault with strangulation, weapon use, or loss of consciousness; refusal or inability to leave; HRV <20 ms; flat cortisol; prior head trauma signs"
"20","Other","20","Adult Neglect/Dependency Deprivation Phenotype","Spouse or Partner Neglect","Omission of care for a dependent partner leading to preventable deterioration in nutrition, hygiene, medical management, and safety; chronic HPA activation from unmet survival needs","Body mass decline / Pressure injury assessment","Severe neglect with malnutrition, infection, or avoidable hospitalization; >10% weight loss; stage 3+ pressure ulcer; sepsis; electrolyte derangement"
"20","Other","21","Educational Access and Performance Stress Phenotype","Academic or Educational Problem","Sustained mismatch between environmental educational demands and individual neurocognitive capacity or opportunity producing chronic performance anxiety, HPA activation, and learning inhibition","Performance-capacity gap / School refusal somatic signs","Complete school disengagement; somatic phenotype present; functional illiteracy; absenteeism >15 days/month; flat cortisol; HRV <20 ms"
"20","Other","22","Occupational Stress and Role Dysfunction Phenotype","Other Problem Related to Employment","Sustained mismatch between occupational demands and individual capacity, resources, or safety; chronic work stress produces elevated catecholamines, disrupted sleep, and cardiovascular strain","Effort-reward imbalance / Shift-work circadian strain","Job loss, disability claiming, or occupational illness; full physiological dysregulation; flat cortisol; HRV <20 ms; hypertension; sick leave >30 days"
"20","Other","23","Housing Deprivation Phenotype","Homelessness / Inadequate Housing","Absence of safe, stable, and adequate shelter producing sustained cold/heat exposure, sleep disruption, nutritional insufficiency, and chronic HPA and immune activation","Shelter status verification / Environmental exposure index","Chronic homelessness >6 months with exposure-related illness; BMI <18.5; albumin <3.0; hypothermia or hyperthermia injury; infectious disease"
"20","Other","24","Economic Deprivation Phenotype","Extreme Poverty / Low Income / Food Insecurity","Chronic resource scarcity producing food insecurity, water insecurity, and sustained cortisol elevation; scarcity mindset itself activates sympathetic nervous system and impairs executive function","Food security status / Water access frequency","Severe poverty with chronic hunger, unsafe water, and no social safety net; flat cortisol; BMI <18.5; waterborne illness; stunting in children"
"20","Other","25","Social Exclusion/Rejection Phenotype","Social Exclusion or Rejection","Chronic social pain from bullying, ostracism, or discrimination activates dorsal ACC and anterior insula — same neural circuitry as physical pain; sustained activation produces HPA dysregulation and inflammatory upregulation","Social pain recall / Ecological momentary assessment","Chronic severe exclusion with complete social isolation; bullying with physical injury; CRP >10 mg/L; HRV <20 ms; flat cortisol; trauma signs"
"20","Other","26","Acculturation Transition Phenotype","Acculturation Difficulty","Neuro-endocrine adaptation demands of navigating a new cultural environment; dissonance between familiar somatic norms and new cultural expectations produces sustained vigilance and sleep disruption","Cultural unfamiliarity index / Circadian shift burden","Migration <1 year ago OR refugee/asylee status; no host language; social isolation; flat cortisol; sleep <5 h; HRV <20 ms; multiple somatic complaints"
"20","Other","27","Phase-of-Life Transition Stress Phenotype","Phase of Life Problem","Neuro-endocrine reorganization during normative developmental transitions (puberty, parenthood, menopause, retirement); temporary destabilization as system adapts to new homeostatic demands","Developmental epoch mapping / Allostatic reorganization index","Transition-related distress >6 months with functional collapse; pre-existing vulnerability; second phenotype emerges; flat cortisol; HRV <20 ms"
"20","Other","28","Attenuated Psychosis-Neuro-somatic Signal Phenotype","Attenuated Psychosis Syndrome","Subthreshold dopaminergic and glutamatergic dysregulation in mesolimbic and prefrontal circuits producing aberrant but reality-anchored perceptual and interpretive signals; pre-transition state of heightened plasticity","Perceptual aberration frequency / Suspiciousness intensity","Symptoms nearly daily; marked distress; functional decline >15 points; progression to full psychosis risk >30% at 3 years; progressive gray matter reduction"
"20","Other","29","Short-Duration Hypomanic-Depressive Cycling Phenotype","Depressive Episodes With Short-Duration Hypomania","Mood-state oscillation between low-energy and high-energy set points with hypomanic phase lasting 2-3 days; system fails to maintain homeostatic mood stability","Hypomanic window duration / Depressive episode confirmation","Frequent cycling with severe depressive episodes; suicide attempt history; sleep <5 h; step count >75% increase; elevated suicide risk"
"20","Other","30","Persistent Complex Bereavement Somatic Phenotype","Persistent Complex Bereavement Disorder","Chronic attachment system dysregulation following death of a close other; HPA axis, vagal system, and immune network fail to downregulate grief response beyond 12 months","Yearning frequency / Somatic grief signals","Yearning constant; identity collapse; suicidal ideation; medical morbidity (cardiac, immune) at 12+ months; flat cortisol; CRP >10 mg/L"
"20","Other","31","Caffeine Use Dependence Phenotype","Caffeine Use Disorder (Section III)","Chronic adenosine receptor upregulation from daily caffeine intake producing tolerance, withdrawal on cessation, and continued use despite harm","Daily caffeine quantification / Withdrawal challenge","Daily use >500 mg; continued use despite medical harm; functional impairment from withdrawal or intoxication; tachycardia at rest; insomnia; anxiety"
"20","Other","32","Internet Gaming Reward-Seeking Phenotype","Internet Gaming Disorder","Dopaminergic reward system entrainment to intermittent variable-ratio reinforcement schedules in online multiplayer games; mesolimbic dopamine pathway hijack producing tolerance and withdrawal dysphoria","Gaming time quantification / Tolerance assessment","Gaming >30 h/week; weight loss; sleep deprivation; role loss (job/academic failure); deception about use; BMI <18.5; sleep debt >3 h/night; HRV <20 ms"
"20","Other","33","Prenatal Alcohol Neuro-Somatic Adaptation Phenotype","Neurobehavioral Disorder Associated With Prenatal Alcohol Exposure","Teratogenic alcohol exposure during gestation producing structural and functional CNS alterations including reduced corpus callosum volume, basal ganglia abnormalities, and disrupted frontal-executive circuitry","Gestational alcohol confirmation / Global intellectual function","Documented exposure + IQ <=70 or severe executive dysfunction; marked adaptive deficits; Vineland adaptive composite <70; comorbid ADHD/ODD"
