"module_num","phenotype_name","protected_criteria","protected_markers","transition_criteria","transition_markers","debt_criteria","debt_markers"
"18","Antisocial Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with callous remorselessness; HR <65 bpm; absent startle potentiation; T:C ratio >0.05; documented conduct disorder before age 15"
"18","Borderline Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with recurrent suicidal behavior; marked affective instability; chronic emptiness; inappropriate anger; stress-related paranoia/dissociation"
"18","Histrionic Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with pervasive attention-seeking behavior; significant functional impairment; emotional dysregulation"
"18","Narcissistic Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with grandiose self-importance; exploitative interpersonal style; lack of empathy; significant functional impairment"
"18","Avoidant Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with pervasive social avoidance; RSA <0.12 ln(ms2) during social anticipation; marked functional impairment; social isolation"
"18","Dependent Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with excessive dependence; difficulty making everyday decisions; urgent need for replacement relationships; significant functional impairment"
"18","Obsessive-Compulsive Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full criteria with rigidity, stubbornness, miserly spending; RSA drop >0.35 ln(ms2) during interruption; pupillary dilation >2 mm post-error; functional impairment"
"18","Personality Change Due to Another Medical Condition","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Persistent personality change from baseline; confirmed CNS lesion or pathophysiology; frontal release signs present; neurological soft signs"
"18","Other Specified Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","2+ markers above threshold; identifiable circuit dysregulation; significant impairment; no single phenotype threshold met"
"18","Unspecified Personality Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Insufficient information; full workup required before classification"
"19","Voyeuristic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Acted out with nonconsenting person; preferential conditioning; orbitofrontal dysfunction; behavioral disinhibition; legal involvement"
"19","Exhibitionistic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Multiple contact acts; legal involvement; preferential conditioning; orbitofrontal dysfunction; behavioral disinhibition"
"19","Frotteuristic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Multiple contact acts; legal involvement; disinhibited pattern; orbitofrontal hypoactivation"
"19","Sexual Masochism Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Acted out with nonconsenting person; dangerous practice; asphyxiophilia specifier; behavioral disinhibition; legal involvement"
"19","Sexual Sadism Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Acted out with nonconsenting person; preferential conditioning; significant victim harm; legal involvement; behavioral disinhibition"
"19","Pedophilic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Acted out with child; preferential type; multiple victims; legal involvement; high recidivism risk; orbitofrontal and anterior cingulate dysfunction"
"19","Fetishistic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Functional impairment when object unavailable; significant distress; behavioral disinhibition; legal involvement if acquisition involves theft"
"19","Transvestic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Significant distress or impairment; conflict between arousal template and social identity; dual-identity management allostatic load"
"19","Other Specified Paraphilic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Acted out with nonconsenting persons or dangerous practice; preferential conditioning; orbitofrontal dysfunction; behavioral disinhibition"
"19","Unspecified Paraphilic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Insufficient information for specific phenotyping; pending full evaluation"
"20","Unspecified Somatic-Originating Presentation Due to Another Medical Condition","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","No medical etiology found OR medical treatment ineffective; signals entrained >90 days; CRP >10 mg/L; HRV <20 ms RMSSD; elevated IL-6"
"20","Other Specified Somatic Presentation","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Specified pattern continuous >6 months with systemic hardening; CAR flat; RMSSD <20 ms; elevated fibrinogen"
"20","Unspecified Somatic Presentation","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">72 hours without re-evaluation or no effort to specify; persistent autonomic dysregulation with no diagnostic framework"
"20","Neuroleptic-Induced Parkinsonian Rigidity Syndrome","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe rigidity with immobility, falls, dysphagia; <10 taps/10 s; lead-pipe rigidity; unresponsive to dose reduction; elevated CK"
"20","Other Medication-Induced Parkinsonian Rigidity Syndrome","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Rigidity with falls, aspiration risk; continued despite drug cessation; gait >15 s; glabellar >5; CK elevation"
"20","Neuroleptic Malignant Thermoregulatory Collapse","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Full syndrome with stupor/coma, respiratory distress, rhabdomyolysis; temp >39.5 C; CK >5,000 U/L; metabolic acidosis; renal compromise"
"20","Medication-Induced Acute Dystonic Contraction","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Opisthotonos; laryngospasm; unable to override; stridor with desaturation; CK rise; inability to protect airway"
"20","Medication-Induced Acute Akathitic Drive","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Continuous pacing unable to sit; severe distress; self-report >7/10; cannot sit >30 s; medication refusal or violence risk; cortisol surge"
"20","Medication-Induced Tardive Dyskinesia","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Movements visible at rest; unable to suppress; AIMS >8; dysarthria; difficulty retaining dentures; respiratory dyskinesia"
"20","Medication-Induced Postural Tremor","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe tremor preventing feeding, drinking unassisted; constant spill; unable to sign name; caregiver dependence; social withdrawal"
"20","Other Medication-Induced Movement Syndrome","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe movement with systemic involvement; CK >3x normal; autonomic instability; unable to discontinue medication; persistent >6 months"
"20","Antidepressant Discontinuation Neuro-Somatic Syndrome","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe sensory symptoms with inability to function; suicidal ideation or need for immediate rescue reinstatement; functional collapse without taper"
"20","Parent-Child Relational Stress Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Pattern continuous >12 months; physical threats or estrangement; child or parent has somatic phenotype; flat cortisol; HRV <20 ms; CRP elevation in child"
"20","Sibling Relational Stress Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Continuous pattern with physical injury risk; parental differential treatment evident; targeted sibling with flat cortisol; HRV <20 ms; elevated BP"
"20","Intimate Partner Relational Stress Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Pattern >18 months; threats, contempt, or stonewalling present; one partner meets mood-related phenotype criteria; flat cortisol; HRV <20 ms; hypertension"
"20","High Expressed Emotion Family Climate","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Hostile family climate; member has relapsed phenotype; HRV <20 ms; flat cortisol; inflammatory markers elevated"
"20","Child Physical Abuse Injury Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Confirmed non-accidental injury; child remains in unsafe environment; multiple healing fractures at different stages; flat CAR; CRP elevated"
"20","Child Sexual Abuse Neuro-Somatic Injury Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Confirmed contact with physical findings; or suspected with severe dysregulation; flat cortisol; anogenital scarring; pelvic floor dysfunction"
"20","Adult Partner Physical Assault Injury Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe or repeated assault with strangulation, weapon use, or loss of consciousness; refusal or inability to leave; HRV <20 ms; flat cortisol; prior head trauma signs"
"20","Adult Neglect/Dependency Deprivation Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe neglect with malnutrition, infection, or avoidable hospitalization; >10% weight loss; stage 3+ pressure ulcer; sepsis; electrolyte derangement"
"20","Educational Access and Performance Stress Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Complete school disengagement; somatic phenotype present; functional illiteracy; absenteeism >15 days/month; flat cortisol; HRV <20 ms"
"20","Occupational Stress and Role Dysfunction Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Job loss, disability claiming, or occupational illness; full physiological dysregulation; flat cortisol; HRV <20 ms; hypertension; sick leave >30 days"
"20","Housing Deprivation Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Chronic homelessness >6 months with exposure-related illness; BMI <18.5; albumin <3.0; hypothermia or hyperthermia injury; infectious disease"
"20","Economic Deprivation Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Severe poverty with chronic hunger, unsafe water, and no social safety net; flat cortisol; BMI <18.5; waterborne illness; stunting in children"
"20","Social Exclusion/Rejection Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Chronic severe exclusion with complete social isolation; bullying with physical injury; CRP >10 mg/L; HRV <20 ms; flat cortisol; trauma signs"
"20","Acculturation Transition Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Migration <1 year ago OR refugee/asylee status; no host language; social isolation; flat cortisol; sleep <5 h; HRV <20 ms; multiple somatic complaints"
"20","Phase-of-Life Transition Stress Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Transition-related distress >6 months with functional collapse; pre-existing vulnerability; second phenotype emerges; flat cortisol; HRV <20 ms"
"20","Attenuated Psychosis-Neuro-somatic Signal Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Symptoms nearly daily; marked distress; functional decline >15 points; progression to full psychosis risk >30% at 3 years; progressive gray matter reduction"
"20","Short-Duration Hypomanic-Depressive Cycling Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Frequent cycling with severe depressive episodes; suicide attempt history; sleep <5 h; step count >75% increase; elevated suicide risk"
"20","Persistent Complex Bereavement Somatic Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Yearning constant; identity collapse; suicidal ideation; medical morbidity (cardiac, immune) at 12+ months; flat cortisol; CRP >10 mg/L"
"20","Caffeine Use Dependence Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Daily use >500 mg; continued use despite medical harm; functional impairment from withdrawal or intoxication; tachycardia at rest; insomnia; anxiety"
"20","Internet Gaming Reward-Seeking Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Gaming >30 h/week; weight loss; sleep deprivation; role loss (job/academic failure); deception about use; BMI <18.5; sleep debt >3 h/night; HRV <20 ms"
"20","Prenatal Alcohol Neuro-Somatic Adaptation Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment","Documented exposure + IQ <=70 or severe executive dysfunction; marked adaptive deficits; Vineland adaptive composite <70; comorbid ADHD/ODD"
"20","Suicidal Behavior Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">1 attempt in 24 months; high-lethality method; current intent; personality phenotype present; flat cortisol; CRP >10 mg/L; serotonin transporter binding reduced"
"20","Nonsuicidal Self-Injury Phenotype","Mild or absent symptoms; functional independence","Biomarkers within normative range","Moderate symptoms; partial functional impairment","Biomarkers approaching pathological thresholds","Severe symptoms; significant functional impairment",">20 episodes/year; multiple methods; escalating severity; dependence on behavior for affect regulation; blunted baseline beta-endorphin; marked pain threshold elevation"
